,dfn_seed,curr_inflow_rate,curr_diffusion_coef,curr_porosity,curr_gypsum_rate_constant,curr_calcite_rate_constant,curr_gypsum_surface_area,curr_calcite_surface_area,dfn_p32,dfn_volume,backbone_volume,backbone_p32,final_gypsum,final_calcite,Pe,Da_1_gypsum,Da_2_gypsum,Da_1_calcite,Da_2_calcite,tau,calcite_flush_0_nondim,gypsum_flush_0_nondim,calcite_flush_1_nondim,gypsum_flush_1_nondim,calcite_flush_2_nondim,gypsum_flush_2_nondim,calcite_flush_3_nondim,gypsum_flush_3_nondim,calcite_flush_4_nondim,gypsum_flush_4_nondim,calcite_flush_5_nondim,gypsum_flush_5_nondim,calcite_flush_6_nondim,gypsum_flush_6_nondim,calcite_flush_7_nondim,gypsum_flush_7_nondim,calcite_flush_8_nondim,gypsum_flush_8_nondim,calcite_flush_9_nondim,gypsum_flush_9_nondim,calcite_flush_10_nondim,gypsum_flush_10_nondim,calcite_flush_11_nondim,gypsum_flush_11_nondim,calcite_flush_12_nondim,gypsum_flush_12_nondim
0,1.0,-4.956065936624,-8.155599439501,0.22,-6.79701635767,-4.9923231199,3414.347612325,3.872890164152,1.0065,0.20013,0.2,1.0,0.0,2346.39596,35981.62942066044,4.7398512760385474e-07,0.017054757212346353,1.4949333759004516e-05,0.5379013874022692,0.0005757424602744531,0.0,0.0,0.0196567518,2088.61686,0.427214787,2088.21136,10.8443259,2077.75124,87.7626267,2013.60677,705.910594,1502.99888,2348.83046,0.0,2348.7609,0.0,2348.6213,0.0,2348.2024,0.0,2347.43442,0.0,2346.39596,0.0,2346.39596,0.0
0,1.0,-4.519438235373,-6.198535853189,0.16,-7.362142338257,-8.438790586998,3151.901033263,2.933490193351,1.0065,0.20013,0.2,1.0,0.0,1571.13672,1492.614442392928,3.433272974173033e-08,5.124552825927992e-05,1.423062490520022e-09,2.1240836257778337e-06,0.00021066896327499485,,,9.90995789e-05,2249.29333,0.0123973083,2249.14998,1.39346541,2246.13326,59.7359131,2172.84904,496.476767,1658.02118,1543.17132,168.332349,1577.5771,0.0,1577.46822,0.0,1576.92981,0.0,1576.3914,0.0,1571.13672,0.0,1571.13672,0.0
0,1.0,-2.157748543081,-9.35531682938,0.34,-3.805830013085,-6.69253692681,3351.270392526,2.565299825637,1.0065,0.20013,0.2,1.0,0.0,18.1376781,231771148.90204924,1.1420625804050753e-06,264.6971563785233,7.330724086068883e-10,0.16990503437121096,9.160324650808017e-07,,,,,,,0.242777889,1763.00697,8.90990548,1730.54255,78.4085629,1477.89497,284.349342,69.6320668,285.008369,0.0,284.988854,0.0,284.87176,0.0,284.715636,0.0,283.779547,0.0,282.534015,0.0
0,1.0,-8.058059986464,-6.916175320389,0.18,-3.472866455678,-5.954966667332,632.6443162899,3.281449515441,1.0065,0.20013,0.2,1.0,37277.9501,348.062383,2.0036083510260547,1.0345666892779852,2.072866458330749,0.0016858625556978983,0.0033778082952784366,0.7281524399888889,0.00880244071,2195.76088,0.0801002345,2202.87257,1.45398271,2213.69853,39.2099193,23807.8087,293.48439,37208.1156,348.062383,37277.9501,348.062383,37277.9501,348.062383,37277.9501,348.062383,37277.9501,348.062383,37277.9501,348.062383,37277.9501,348.062383,37277.9501,348.062383,37277.9501
0,1.0,-7.356614615296,-7.931138768583,0.29,-4.3061572946,-7.132126050665,3515.250256607,2.411699402579,1.0065,0.20013,0.2,1.0,34478.6638,719.743118,64.72859193080656,0.04865727395041839,3.149516830002096,3.592054381908676e-05,0.002325086222798323,0.14480279274295846,0.00671905098,1901.18568,0.0787438943,1901.48173,0.697889436,1902.5538,12.4426098,5319.15025,125.565582,34647.3292,719.743118,34478.6638,719.743118,34478.6638,719.743118,34478.6638,719.743118,34478.6638,719.743118,34478.6638,719.743118,34478.6638,719.743118,34478.6638,719.743118,34478.6638
0,1.0,-2.62067411143,-6.278570127895,0.27,-3.233559085364,-4.670601325128,4589.041605693,2.568879603925,1.0065,0.20013,0.2,1.0,0.0,3137.61451,84236.87684680651,9.834929369253653e-06,0.8284637340748604,1.777840891265195e-07,0.014975976421072292,2.6597231545439663e-06,,,,,,,7.09887692,1947.73314,72.651241,1895.10539,1195.19043,1260.78567,3624.56888,0.0,3624.49785,0.0,3624.35464,0.0,3624.06792,0.0,3623.49448,0.0,3615.53169,0.0,3607.08117,0.0
0,1.0,-8.103241059493,-8.296463898986,0.31,-5.28441355548,-7.686652757247,4608.443953059,3.987430117657,1.0065,0.20013,0.2,1.0,6487.50919,143.963385,25.166982666167804,0.030512771232514925,0.7679143847054467,5.9759414888130194e-05,0.0015039641586299026,0.8079851560343062,0.00781923685,1847.63025,0.127142762,1847.8043,1.08718613,1848.55466,11.4866115,1886.42292,119.281104,6501.6201,143.963385,6487.50919,143.963385,6487.50919,143.963385,6487.50919,143.963385,6487.50919,143.963385,6487.50919,143.963385,6487.50919,143.963385,6487.50919,143.963385,6487.50919
0,1.0,-8.476893154075,-7.736432368684,0.23,-4.999704111413,-8.246484245703,3980.229837829,3.651666864767,1.0065,0.20013,0.2,1.0,10755.1186,74.4546489,3.951676487581387,0.10308828953824091,0.40737156991324885,2.8879727091367507e-05,0.00011412333851472418,1.9100972386985904,0.00642470283,2061.8526,0.107361088,2063.50347,0.884977333,2067.17366,11.9965509,7551.03485,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186,74.4546489,10755.1186
0,1.0,-1.971845841357,-10.60782902341,0.46,-6.926542915507,-8.616369026917,1103.318671752,3.098527550817,1.0065,0.20013,0.2,1.0,0.0,0.0,4701055243.125779,7.62699062630836e-10,3.5854904273078088,7.703551435558733e-12,0.03621482086682251,5.9704650998883e-07,,,,,,,0.0,0.0,0.00549755697,1445.53139,0.0195413052,1441.90146,0.131675044,1412.86198,0.259830926,1379.67402,0.516152407,1313.29808,1.02883438,1180.54621,2.55216356,786.214674,6.36948244,0.0,6.33694804,0.0
0,1.0,-7.703844188237,-11.57963620071,0.25,-7.783007253116,-4.381330007962,3052.637322726,3.92060896526,1.0065,0.20013,0.2,1.0,1816.13341,309.332612,150252.60424906365,3.112213619345672e-05,4.676182012860911,0.038807041000243445,5830.858973486765,0.3221117081702843,0.00994977719,2008.29168,0.0800366868,2008.2224,1.32619732,2007.03066,12.0407934,1999.45095,107.222685,1944.34714,309.332612,1816.13341,309.332612,1816.13341,309.332612,1816.13341,309.332612,1816.13341,309.332612,1816.13341,309.332612,1816.13341,309.332612,1816.13341,309.332612,1816.13341
0,1.0,-0.9450309050337,-8.805997406496,0.28,-4.295676856999,-6.979944024009,3930.44894276,2.814986132687,1.0065,0.20013,0.2,1.0,0.0,0.0,1296517772.6691089,1.865539867147664e-08,24.187055933797144,1.9085399401147987e-11,0.02474455952207673,5.612976548605223e-08,,,,,,,,,0.0,0.0,4.58973565,1552.16755,15.0594223,184.45836,15.348302,0.0,15.345826,0.0,15.3359222,0.0,15.3227206,0.0,15.2436092,0.0,15.1384453,0.0
0,1.0,-5.048360068154,-6.94885607227,0.38,-6.470537552187,-4.800372021254,2475.873200138,3.94692853575,1.0065,0.20013,0.2,1.0,0.0,1886.61597,1046.3630903194376,2.1473288928676565e-06,0.0022468856962732176,4.968530773350874e-05,0.05198887214350646,0.000712069511075534,0.00358335717,1660.19428,0.0163822981,1660.18328,0.810425661,1659.39403,8.69496023,1651.47797,70.4054716,1597.13621,1130.88557,675.559228,1888.59404,0.0,1888.53744,0.0,1888.36806,0.0,1887.91646,0.0,1887.19664,0.0,1886.61597,0.0,1886.61597,0.0
0,1.0,-7.817588873485,-6.182627840208,0.34,-2.796689891841,-4.730404201326,772.0963091326,3.828455012936,1.0065,0.20013,0.2,1.0,123535.518,325.515457,0.3408239096569712,5.329302273931718,1.8163536367451953,0.030698696108721727,0.010462849629145787,0.4185537103443416,0.00765845445,1767.31465,3.83884003,1776.77314,4.63466323,1838.63576,11.60211,2016.80997,180.506027,121751.227,325.515457,123535.518,325.515457,123535.518,325.515457,123535.518,325.515457,123535.518,325.515457,123535.518,325.515457,123535.518,325.515457,123535.518,325.515457,123535.518
0,1.0,-7.870700920631,-8.955793293643,0.12,-4.352494352483,-7.650301896726,1500.338895891,3.23690596085,1.0065,0.20013,0.2,1.0,16864.2752,253.731174,506.85196122172755,0.05911262825464016,29.96135156383527,1.4724366217244455e-05,0.0074630738949573025,0.47300228996377786,0.00627630283,2356.40694,0.11287819,2358.95638,0.869114526,2358.16047,22.3673021,16984.5954,140.612248,16923.0294,253.731174,16864.2752,253.731174,16864.2752,253.731174,16864.2752,253.731174,16864.2752,253.731174,16864.2752,253.731174,16864.2752,253.731174,16864.2752,253.731174,16864.2752
0,1.0,-3.46962824769,-7.709731126471,0.06,-5.377892274274,-8.413848911095,4121.380584911,3.834203024473,1.0065,0.20013,0.2,1.0,0.0,1480.76314,1448510.4501610813,1.1070817176903535e-07,0.1603619437256757,5.0394939422804156e-11,7.299759638916648e-05,1.8784107731814292e-05,,,,,0.101896451,2516.56098,3.87666942,2511.14448,38.7246256,2467.40534,310.308244,2134.99054,1549.18291,0.0,1549.11175,0.0,1548.96886,0.0,1548.683,0.0,1548.11127,0.0,1543.20199,0.0,1535.67773,0.0
0,1.0,-4.89179607754,-10.51354617396,0.21,-6.020607714964,-5.331001597362,1216.578328344,2.370261680789,1.0065,0.20013,0.2,1.0,0.0,2723.91173,9965539.296718433,2.331847326731534e-06,23.23811616849093,5.642481130984338e-06,56.2303674418167,0.0004965447566210288,0.0,0.0,0.0293591703,2115.38012,0.62577832,2114.77957,12.7341417,2102.54521,102.283017,2031.97027,821.112275,1482.68027,2726.78816,0.0,2726.65809,0.0,2726.57714,0.0,2726.09142,0.0,2725.36285,0.0,2723.91173,0.0,2723.91173,0.0
0,1.0,-7.32828104617,-10.57841616284,0.06,-3.561308845103,-4.910814166801,1072.971366348,3.386102294987,1.0065,0.20013,0.2,1.0,5242.20621,797.799826,148236.0625156005,0.05241021080772649,7769.083285749945,0.001158976073533097,171.80204969033738,0.13565736242159696,0.0118689299,2517.10291,1.84783859,2518.53866,2.4856542,2540.02838,16.5591066,3929.43597,173.346361,5836.94749,797.799826,5242.20621,797.799826,5242.20621,797.799826,5242.20621,797.799826,5242.20621,797.799826,5242.20621,797.799826,5242.20621,797.799826,5242.20621,797.799826,5242.20621
0,1.0,-3.528420220351,-9.209190773451,0.43,-7.288484135729,-4.412063152378,839.7166973279,3.881233559758,1.0065,0.20013,0.2,1.0,0.0,2204.6749,5575349.5618182905,1.1160842906556628e-08,0.06222560060859328,4.1522344186164595e-06,23.150158346400097,2.150713410138245e-05,,,,,0.0424242886,1526.30601,0.243341674,1526.18762,4.7387999,1521.80677,92.00691,1434.5287,371.267193,1155.23888,743.624034,782.852445,1488.35235,38.0795854,2256.34571,0.0,2255.79494,0.0,2250.20033,0.0,2244.55946,0.0
0,1.0,-2.7271437388,-10.03680619764,0.4,-5.31035540979,-6.637491813479,3969.649188639,2.894203605687,1.0065,0.20013,0.2,1.0,0.0,718.077652,255018960.90572762,1.5600581097056444e-07,39.784439808968706,3.6321874806109655e-09,0.9262766771202011,3.398647019477086e-06,,,,,0.0,0.0,0.440256458,1604.44547,52.0928276,1536.00185,457.235755,1079.6777,1104.45902,0.0,1104.40732,0.0,1104.31565,0.0,1103.76542,0.0,1103.03191,0.0,1098.6336,0.0,1092.78206,0.0
0,1.0,-8.152114444724,-11.54926706407,0.43,-4.52788701031,-5.197262312014,4393.837869469,2.251301692911,1.0065,0.20013,0.2,1.0,25833.4458,270.149996,29017.110803000975,0.27038858005539174,7845.895387333399,0.028627071901305538,830.6749173256585,0.9042255354425702,0.00709427785,1526.30483,0.138048763,1527.8132,1.76593644,1537.80277,14.1186474,1568.50836,253.669867,25835.9625,270.149996,25833.4458,270.149996,25833.4458,270.149996,25833.4458,270.149996,25833.4458,270.149996,25833.4458,270.149996,25833.4458,270.149996,25833.4458,270.149996,25833.4458
0,1.0,-1.294459447715,-8.40093700863,0.38,-6.230264641371,-7.09496496693,3035.172800159,2.787891767219,1.0065,0.20013,0.2,1.0,0.0,0.0,168137261.1030785,6.580681292089007e-10,0.11064577286441132,4.4435944730207523e-11,0.007471338041464866,1.2549365560426763e-07,,,,,,,,,0.0327648591,1658.67363,0.218903347,1644.3995,1.17890508,1570.71413,2.6685315,1456.51803,5.32580066,1253.03567,13.3417983,640.443098,22.5237014,0.0,22.4047132,0.0,22.2777726,0.0
0,1.0,-1.693543566713,-8.613155329823,0.29,-5.711941738405,-7.269475125967,1364.565488898,2.704608839634,1.0065,0.20013,0.2,1.0,0.0,0.0,143279405.0686202,4.152334017725405e-09,0.5949439477058894,5.687517934887619e-11,0.008149041860278055,3.1456173343062733e-07,,,,,,,,,0.109823152,1895.37191,1.91985027,1795.72035,8.2577671,1447.22403,15.1633578,1067.98004,30.8885316,205.101895,36.012081,0.0,35.9754549,0.0,35.8287844,0.0,35.6336801,0.0
0,1.0,-8.523228578521,-7.845010017188,0.08,-5.978046454265,-8.622693591213,921.6443199377,4.15986905605,1.0065,0.20013,0.2,1.0,2504.41779,48.8778825,13.111774032146432,0.004193383348781002,0.054982694899381984,4.699820971293178e-06,6.162299056713911e-05,2.1251564191581305,0.0119494111,2463.51036,0.101839906,2463.45196,0.775827308,2463.4039,12.1010437,2533.73541,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779,48.8778825,2504.41779
0,1.0,-4.225275192202,-10.79149245938,0.42,-2.817325599942,-8.381895546781,1548.263198914,3.221773828044,1.0065,0.20013,0.2,1.0,0.0,4217.90003,43846807.841480695,0.001605060243979035,70376.76809174888,2.1631432282214163e-09,0.09484692546142466,0.00010701324040676999,,,0.000194333066,1553.04634,0.0192936448,1552.75188,1.16096542,1557.99014,64.3777371,1643.49643,552.082311,1336.39787,2121.60842,399.460091,3777.70033,40.8829848,4230.8126,0.0,4230.23426,0.0,4229.51487,0.0,4224.11767,0.0,4217.90003,0.0
0,1.0,-6.48393568051,-11.42728713817,0.45,-2.963802926002,-8.0720438077,1109.304728153,2.147419751905,1.0065,0.20013,0.2,1.0,15553.383,5424.45548,975234.2567845897,0.2226577024542624,217143.41897034692,8.58145100179118e-07,0.8368924989865195,0.019413239086410756,8.49835158e-05,1472.74969,0.00457714005,1472.81466,0.206068309,1476.53803,9.29123623,1520.73771,83.1412024,15719.1249,1027.96845,15590.8544,5244.39161,15702.7644,5424.45548,15553.383,5424.45548,15553.383,5424.45548,15553.383,5424.45548,15553.383,5424.45548,15553.383,5424.45548,15553.383
0,1.0,-2.524356323666,-8.318607626176,0.11,-4.940708163493,-6.416917604928,1314.049644176,2.782785418689,1.0065,0.20013,0.2,1.0,0.0,874.072382,28302749.117162015,6.299894844524729e-08,1.7830434324908582,1.0406093994724567e-09,0.029452106762229573,2.1306820459736103e-06,,,,,,,2.77176312,2378.0863,39.1742736,2328.84214,329.86203,1949.12228,1451.06046,0.0,1451.02121,0.0,1450.89052,0.0,1450.36747,0.0,1449.67007,0.0,1444.09514,0.0,1435.75789,0.0
0,1.0,-1.239845132023,-8.566654658312,0.17,-5.317322201158,-7.885709291078,2020.2754396,3.238900207042,1.0065,0.20013,0.2,1.0,0.0,0.0,624209838.0967501,2.1245370409616006e-09,1.3261569223691891,2.838187629716001e-12,0.001771624640833224,1.1066427794305192e-07,,,,,,,,,0.0601245556,2211.74439,0.670056482,2097.30049,3.41000785,1585.44241,6.79325249,955.194111,12.2846764,0.0,12.2806988,0.0,12.2760886,0.0,12.2116261,0.0,12.1381674,0.0
0,1.0,-3.497133197206,-7.513182080146,0.42,-3.712748246288,-4.892212025237,3330.319560919,4.097747887501,1.0065,0.20013,0.2,1.0,0.0,2952.6601,123529.19090597884,3.8187980877249885e-05,4.71733038009967,1.24918512146244e-06,0.1543108273460421,2.0012231580987074e-05,,,,,1.07000931,1552.0117,9.64924914,1544.71156,80.7531901,1524.66761,1270.31157,932.127541,3014.50227,0.0,3014.43008,0.0,3014.27827,0.0,3013.97354,0.0,3013.36407,0.0,3009.96458,0.0,3003.93729,0.0
0,1.0,-5.871468098088,-10.34899347913,0.32,-4.693674763299,-8.134187412011,2642.79257786,1.926426944383,1.0065,0.20013,0.2,1.0,0.0,4964.09091,469186.3914036301,0.0007198396558881942,337.7389705354127,1.2908833668477063e-07,0.06056649086142438,0.004738385828645354,1.37983799e-05,1820.85443,0.000820884165,1820.82271,0.0511264633,1820.61202,6.13495658,1850.25504,76.3458367,2090.27966,1166.38538,1369.29055,3975.53852,118.912113,4964.25451,0.0,4964.1103,0.0,4964.09091,0.0,4964.09091,0.0,4964.09091,0.0,4964.09091,0.0
0,1.0,-6.650237300737,-8.676583929149,0.38,-5.179841314499,-6.940014356999,678.8859652794,4.121272742218,1.0065,0.20013,0.2,1.0,0.0,1968.98059,1398.0832613790494,0.0016767643738287254,2.3442562043266637,1.440332899801148e-05,0.020137053180255327,0.02847079691042037,0.0064580234,1660.1893,0.11134468,1660.08606,0.913102331,1659.30064,7.31764116,1654.11248,124.072593,1640.76177,965.504048,945.536266,1968.98059,0.0,1968.98059,0.0,1968.98059,0.0,1968.98059,0.0,1968.98059,0.0,1968.98059,0.0,1968.98059,0.0
0,1.0,-2.054208808918,-8.078956812588,0.22,-3.689079536351,-5.384848933932,4367.723135686,2.636280711239,1.0065,0.20013,0.2,1.0,0.0,236.246713,24059983.611518472,7.618060344528876e-07,18.32904070409235,7.589949675001157e-09,0.18261406479277778,7.217239736696402e-07,,,,,,,5.7404253,2080.87128,43.8965566,2043.45309,794.962893,1305.00408,2030.34412,0.0,2030.25242,0.0,2030.13017,0.0,2029.88566,0.0,2029.39663,0.0,2022.55838,0.0,2014.76494,0.0
0,1.0,-6.155099824769,-9.061271904123,0.5,-3.841749972864,-7.91998535874,3185.69650785,2.801237722362,1.0065,0.20013,0.2,1.0,247.027399,11041.555,8056.976173978603,0.015367821636907633,123.81817277451765,6.346595374707533e-07,0.005113436771990139,0.009104626773719758,0.000252129537,1338.86168,0.0124007196,1338.90056,0.385614715,1341.00065,10.5302159,1333.21262,88.3871592,4691.28621,959.666437,4472.28792,4883.49334,3184.09112,10042.6721,505.279312,11041.555,247.027399,11041.555,247.027399,11041.555,247.027399,11041.555,247.027399,11041.555,247.027399
0,1.0,-8.577527487688,-8.522866950132,0.35,-7.277880950143,-7.620081058013,3924.207580102,3.340648341895,1.0065,0.20013,0.2,1.0,1773.01253,49.9497564,12.596254375545215,0.0010423343184982278,0.013129508220164243,0.00023440712837462157,0.0029526518164478158,2.4081847971313626,0.0104713735,1740.51753,0.0849137737,1740.44744,0.711126937,1739.86136,10.5040991,1734.40449,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253,49.9497564,1773.01253
0,1.0,-7.55755099721,-6.807214173813,0.38,-3.810301725845,-7.071948481301,3803.477530554,4.227760100595,1.0065,0.20013,0.2,1.0,11894.1543,545.547065,2.338027334576982,0.3171942625072787,0.7416088561130044,8.587019577437702e-05,0.00020076686494597032,0.2299923124651064,0.00689979883,1660.19262,0.194568773,1664.44954,1.13066376,1665.04216,7.26029902,5273.64305,184.006956,11930.8423,545.547065,11894.1543,545.547065,11894.1543,545.547065,11894.1543,545.547065,11894.1543,545.547065,11894.1543,545.547065,11894.1543,545.547065,11894.1543,545.547065,11894.1543
0,1.0,-2.204095410502,-11.35357551356,0.23,-3.729070325429,-4.494145679631,1013.43930802,2.886278060764,1.0065,0.20013,0.2,1.0,0.0,1251.7779,30670599953.007442,1.0257590945747631e-06,31460.646837861692,8.71232178347675e-08,2672.121360828877,1.0191960531420727e-06,,,,,,,7.92635341,2053.7959,93.7467411,1966.69951,774.122769,1367.72309,2205.67733,0.0,2205.63365,0.0,2205.54628,0.0,2205.02206,0.0,2204.32309,0.0,2200.36901,0.0,2195.06586,0.0
0,1.0,-0.8221063891893,-9.278154848994,0.12,-5.435322593396,-6.998690142085,4522.981835862,3.123422156242,1.065,0.020130000000000002,0.02,1.0,0.0,0.0,11907955913.281485,4.36774722983263e-10,5.201094145320429,5.9027424402703795e-12,0.07028959674619525,4.2540274836200836e-09,,,,,,,,,,,0.0,0.0,0.00639931946,230.928597,0.0106480683,227.425869,0.0220039631,218.069759,0.0541780348,191.584978,0.110897252,144.931026,0.360404342,0.0,0.359705215,0.0
0,1.0,-6.355413605655,-9.752571262086,0.26,-3.010630267438,-7.90264703075,4113.144622026,2.365123033653,1.0065,0.20013,0.2,1.0,3828.55232,7095.32738,47990.39370183427,0.08591107261053159,4122.9061979262815,5.447487763667971e-07,0.026142708246435067,0.014440290439115443,0.000115112669,1981.52336,0.0218469196,1982.51509,0.62211689,2011.0546,6.78022461,2323.49413,114.500596,3679.38867,1006.3539,4003.43953,5089.59558,3887.79682,7095.32738,3828.55232,7095.32738,3828.55232,7095.32738,3828.55232,7095.32738,3828.55232,7095.32738,3828.55232,7095.32738,3828.55232
0,1.0,-6.999219892543,-9.514723521146,0.06,-3.875014122946,-4.574218884022,1457.212163921,2.955437171183,1.0065,0.20013,0.2,1.0,1648.57909,1606.38504,27310.042912785197,0.011930248094051408,325.8155874087177,0.0011792573707779897,32.205569401165135,0.06358903219677768,0.0125640215,2517.0743,0.397823512,2517.26623,1.55578104,2518.90703,35.0381712,3024.2078,150.100623,3038.72758,1041.97329,2185.45529,1606.38504,1648.57909,1606.38504,1648.57909,1606.38504,1648.57909,1606.38504,1648.57909,1606.38504,1648.57909,1606.38504,1648.57909,1606.38504,1648.57909
0,1.0,-6.059477699324,-10.3049554878,0.07,-7.188378969366,-5.345263137995,4311.562484599,3.790317457328,1.0065,0.20013,0.2,1.0,0.0,2910.25108,1257041.8967302681,7.771220380154844e-07,0.9768749606578762,2.6777433032492027e-05,33.66035520873151,0.007305333080328111,0.00835030191,2490.28537,0.10085569,2490.19278,0.870006035,2489.42356,7.04700476,2483.42296,111.89234,2397.63152,818.1383,1798.54277,2910.37921,0.0,2910.30768,0.0,2910.25108,0.0,2910.25108,0.0,2910.25108,0.0,2910.25108,0.0,2910.25108,0.0
0,1.0,-6.860459117852,-9.961478325129,0.23,-6.16576448333,-7.009598387658,4337.032750304,3.476324311826,1.0065,0.20013,0.2,1.0,176.833132,2124.7912,27432.246563065593,0.0001701041564615409,4.666339161455278,1.2051605494135449e-05,0.3306026133959196,0.04619781554725584,0.00751880955,2061.84819,0.0672151835,2061.78956,1.11032873,2060.74563,9.34404279,2054.40071,76.9190631,2072.37386,1006.16006,1248.16224,2124.7912,176.833132,2124.7912,176.833132,2124.7912,176.833132,2124.7912,176.833132,2124.7912,176.833132,2124.7912,176.833132,2124.7912,176.833132
0,1.0,-3.505917160394,-9.212787431404,0.44,-4.292314319149,-5.679873808245,3174.610401226,3.113681552455,1.0065,0.20013,0.2,1.0,0.0,3531.727,5786122.164950887,1.0748502772929586e-05,62.19215013448395,2.1774709471315388e-07,1.2599112910734398,2.0421116506737502e-05,,,,,0.570060189,1498.82999,8.81764489,1490.54707,76.8292329,1437.41348,1243.52506,951.154617,3599.61996,0.0,3599.54541,0.0,3599.39611,0.0,3599.09748,0.0,3598.50875,0.0,3591.81388,0.0,3586.49535,0.0
0,1.0,-2.63820363665,-9.260060903104,0.25,-6.79731181515,-7.552366502628,2734.909685777,3.663631134953,1.0065,0.20013,0.2,1.0,0.0,755.223928,83731189.73176153,2.588953709244129e-09,0.21677617423546794,2.2502640563183365e-10,0.018841728664615396,2.7692741983162716e-06,,,,,,,0.144009737,2007.9105,4.08479335,1999.81647,73.5530302,1858.09653,295.947766,1404.59523,592.583907,799.929718,1142.46539,0.0,1146.71294,0.0,1146.03492,0.0,1141.97005,0.0,1136.56098,0.0
0,1.0,-7.002995478901,-6.929561629193,0.08,-6.411963774416,-8.384104630204,2387.028022904,4.245708591545,1.0065,0.20013,0.2,1.0,1018.0222,1532.03223,52.77717835150794,4.6603029178745785e-05,0.0024595763826871955,2.457181156724041e-07,1.2968308815038932e-05,0.06414426034202508,0.0108113748,2463.50507,0.0980425493,2463.41829,0.798115065,2462.71317,12.9205517,2460.86445,93.2940491,2389.58288,975.562536,1552.55413,1532.03223,1018.0222,1532.03223,1018.0222,1532.03223,1018.0222,1532.03223,1018.0222,1532.03223,1018.0222,1532.03223,1018.0222,1532.03223,1018.0222
0,1.0,-7.637496290071,-10.82520560606,0.16,-3.357423365216,-5.735290719361,2313.312009039,3.416915850144,1.0065,0.20013,0.2,1.0,90553.9356,547.627887,48145.90312694661,0.4554968339202403,21930.306440554778,0.0009435868804927698,45.42984254006264,0.27647674813903667,0.011594794,2249.48464,0.407371348,2253.22838,1.01111315,2279.58641,26.1671615,46103.9401,289.029764,90775.4869,547.627887,90553.9356,547.627887,90553.9356,547.627887,90553.9356,547.627887,90553.9356,547.627887,90553.9356,547.627887,90553.9356,547.627887,90553.9356,547.627887,90553.9356
0,1.0,-7.018658768009,-7.95338812279,0.29,-3.421513179941,-8.510383683499,4482.215676717,2.758114224237,1.0065,0.20013,0.2,1.0,39898.1145,1582.98305,148.354717605241,0.17133103603820585,25.417767468461395,6.904455309924012e-07,0.00010243085177217835,0.06649991507619481,0.000822280502,1901.20138,0.0331199203,1906.14156,0.706989582,1913.47632,12.2404501,20815.1007,92.6375147,39664.9945,1069.54983,39232.6876,1582.98305,39898.1145,1582.98305,39898.1145,1582.98305,39898.1145,1582.98305,39898.1145,1582.98305,39898.1145,1582.98305,39898.1145,1582.98305,39898.1145
0,1.0,-5.542655014009,-7.819963882385,0.3,-7.807526815717,-7.923583189847,2796.290098102,2.241702166883,1.0065,0.20013,0.2,1.0,0.0,1924.81803,3156.149873351033,2.435240782042654e-07,0.0007685984885823194,9.218269895684106e-08,0.0002909424136377903,0.0022223749679823376,8.04489659e-06,1874.41411,0.000333412245,1874.40974,0.0285382836,1874.28302,6.27754649,1866.99559,83.7503279,1787.83449,705.631751,1234.28229,1925.402,0.0,1925.32965,0.0,1925.18496,0.0,1924.81803,0.0,1924.81803,0.0,1924.81803,0.0,1924.81803,0.0
0,1.0,-2.357733991469,-11.59287503512,0.49,-3.248415730418,-8.655487865697,4465.558215476,3.844624151139,1.0065,0.20013,0.2,1.0,0.0,81.0664474,17535371370.35528,9.41470672954299e-06,165090.37884551936,1.823469679580777e-11,0.31975218014031676,1.4517649738561471e-06,,,,,,,0.0231318685,1363.09425,1.56012702,1349.28765,34.8232736,1198.09668,115.921673,696.794882,160.915096,56.5482036,161.249984,0.0,161.202144,0.0,161.138385,0.0,160.756282,0.0,160.248135,0.0
0,1.0,-8.310593191467,-6.462501460207,0.09,-6.422901638167,-6.223882942569,1251.954157404,3.156137006031,1.0065,0.20013,0.2,1.0,2381.47398,80.9776543,0.7881987896586442,0.0010380697075184117,0.0008182052870473146,0.0008117253308533833,0.0006398009233138992,1.3024333678415436,0.00984756405,2436.72968,0.103467589,2436.66407,1.92889843,2436.08154,15.8925452,2437.79662,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398,80.9776543,2381.47398
